* This is the BiomeMobWeight report file that is output every time the server starts.,RESTART GAME FOR CHANGES TO TAKE EFFECT,,NEGATIVE WEIGHT = NO SPAWN,SERVERCORE CONFIG FOR MOB CATEGORY CAPS,,,
7512, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:nightmare_stalker,4,1,1
7513, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:phantom_creeper,8,1,1
7514, nether, incendium:toxic_heap, MONSTER, realmrpg_wyrms:red_wyrm,1,1,1
7515, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:restless_spirit,20,1,1
7516, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:siamese_skeletons,16,1,1
7517, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:sir_pumpkinhead,4,1,1
7518, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:skeleton_demoman,12,1,1
7519, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:skeleton_thrasher,8,1,1
7520, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:spirit_guide_assistant,9,2,2
7521, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:spirit_guide,16,1,1
7522, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:spiritof_chaos,8,1,1
7523, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:supreme_bonescaller,1,1,1
7524, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:swarmer,11,1,1
7525, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:zombie_bruiser,16,1,1
7526, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:zombie_clown,8,1,1
7527, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:zombie_fisherman,30,1,1
7528, nether, incendium:toxic_heap, MONSTER, born_in_chaos_v1:zombie_lumberjack,25,1,1
7529, nether, incendium:toxic_heap, CREATURE, minecraft:strider,60,1,2
7530, nether, incendium:toxic_heap, CREATURE, alexsmobs:laviathan,15,1,1
7531, nether, incendium:toxic_heap, CREATURE, born_in_chaos_v1:thornshell_crab,8,1,1
7532, nether, incendium:toxic_heap, WATER_CREATURE, born_in_chaos_v1:corpse_fish,5,3,5
7533, nether, incendium:toxic_heap, WATER_CREATURE, born_in_chaos_v1:glutton_fish,2,1,1
7534, nether, incendium:toxic_heap, WATER_AMBIENT, netherdepthsupgrade:bonefish,8,1,5
7535, nether, incendium:toxic_heap, WATER_AMBIENT, netherdepthsupgrade:fortressgrouper,3,1,2
7536, nether, incendium:toxic_heap, WATER_AMBIENT, netherdepthsupgrade:searing_cod,10,3,6
7537, none, undergarden:veil_mushroom_bog, MONSTER, undergarden:nargoyle,50,1,1
7538, none, undergarden:veil_mushroom_bog, MONSTER, undergarden:muncher,50,1,1
7539, none, undergarden:veil_mushroom_bog, MONSTER, undergarden:sploogie,50,1,1
7540, none, undergarden:veil_mushroom_bog, MONSTER, undergarden:rotling,100,2,4
7541, none, undergarden:veil_mushroom_bog, MONSTER, undergarden:rotwalker,100,4,4
7542, none, undergarden:veil_mushroom_bog, MONSTER, undergarden:rotbeast,100,1,2
7543, none, undergarden:veil_mushroom_bog, MONSTER, alexsmobs:farseer,30,1,1
7544, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:baby_skeleton,25,1,2
7545, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:baby_spider,16,3,5
7546, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:barrel_zombie,25,1,1
7547, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:bloody_gadfly,15,1,1
7548, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:bonescaller,11,1,1
7549, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:corpse_fly,12,1,3
7550, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:dark_vortex,14,1,1
7551, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:decaying_zombie,30,1,1
7552, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:decrepit_skeleton,20,1,1
7553, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:dire_hound_leader,4,1,1
7554, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:door_knight,13,1,1
7555, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:dread_hound,15,3,5
7556, none, undergarden:veil_mushroom_bog, MONSTER, realmrpg_wyrms:ender_wyrm,1,1,3
7557, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:fallen_chaos_knight,5,1,1
7558, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:krampus,2,1,1
7559, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:krampus_henchman,9,2,3
7560, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:lifestealer,3,1,1
7561, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:missioner,4,1,1
7562, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:mother_spider,15,1,1
7563, none, undergarden:veil_mushroom_bog, MONSTER, mowziesmobs:grottol,2,1,1
7564, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:mr_pumpkin,15,1,3
7565, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:nightmare_stalker,4,1,1
7566, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:phantom_creeper,8,1,1
7567, none, undergarden:veil_mushroom_bog, MONSTER, realmrpg_wyrms:red_wyrm,1,1,1
7568, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:restless_spirit,20,1,1
7569, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:siamese_skeletons,16,1,1
7570, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:sir_pumpkinhead,4,1,1
7571, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:skeleton_demoman,12,1,1
7572, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:skeleton_thrasher,8,1,1
7573, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:spirit_guide_assistant,9,2,2
7574, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:spirit_guide,16,1,1
7575, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:spiritof_chaos,8,1,1
7576, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:supreme_bonescaller,1,1,1
7577, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:swarmer,11,1,1
7578, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:zombie_bruiser,16,1,1
7579, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:zombie_clown,8,1,1
7580, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:zombie_fisherman,30,1,1
7581, none, undergarden:veil_mushroom_bog, MONSTER, born_in_chaos_v1:zombie_lumberjack,25,1,1
7582, none, undergarden:veil_mushroom_bog, CREATURE, undergarden:gloomper,100,8,8
7583, none, undergarden:veil_mushroom_bog, CREATURE, born_in_chaos_v1:thornshell_crab,8,1,1
7584, none, undergarden:veil_mushroom_bog, AMBIENT, undergarden:scintling,5,4,8
7585, none, undergarden:veil_mushroom_bog, WATER_CREATURE, born_in_chaos_v1:corpse_fish,5,3,5
7586, none, undergarden:veil_mushroom_bog, WATER_CREATURE, born_in_chaos_v1:glutton_fish,2,1,1
7587, none, undergarden:veil_mushroom_bog, WATER_AMBIENT, aquaculture:bluegill,20,1,6
7588, none, undergarden:veil_mushroom_bog, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
7589, none, undergarden:veil_mushroom_bog, WATER_AMBIENT, aquaculture:carp,10,1,3
7590, none, undergarden:veil_mushroom_bog, WATER_AMBIENT, aquaculture:catfish,1,1,1
7591, none, undergarden:veil_mushroom_bog, WATER_AMBIENT, aquaculture:gar,6,1,2
7592, none, undergarden:veil_mushroom_bog, WATER_AMBIENT, aquaculture:minnow,18,1,5
7593, none, undergarden:veil_mushroom_bog, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
7594, none, undergarden:veil_mushroom_bog, WATER_AMBIENT, aquaculture:perch,20,1,6
7595, none, undergarden:veil_mushroom_bog, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
7596, none, voidscape:void, MONSTER, voidscape:voids_wrath,20,1,1
7597, none, voidscape:void, MONSTER, alexsmobs:farseer,30,1,1
7598, none, voidscape:void, MONSTER, born_in_chaos_v1:baby_skeleton,25,1,2
7599, none, voidscape:void, MONSTER, born_in_chaos_v1:baby_spider,16,3,5
7600, none, voidscape:void, MONSTER, born_in_chaos_v1:barrel_zombie,25,1,1
7601, none, voidscape:void, MONSTER, born_in_chaos_v1:bloody_gadfly,15,1,1
7602, none, voidscape:void, MONSTER, born_in_chaos_v1:bonescaller,11,1,1
7603, none, voidscape:void, MONSTER, born_in_chaos_v1:corpse_fly,12,1,3
7604, none, voidscape:void, MONSTER, born_in_chaos_v1:dark_vortex,14,1,1
7605, none, voidscape:void, MONSTER, born_in_chaos_v1:decaying_zombie,30,1,1
7606, none, voidscape:void, MONSTER, born_in_chaos_v1:decrepit_skeleton,20,1,1
7607, none, voidscape:void, MONSTER, born_in_chaos_v1:dire_hound_leader,4,1,1
7608, none, voidscape:void, MONSTER, born_in_chaos_v1:door_knight,13,1,1
7609, none, voidscape:void, MONSTER, born_in_chaos_v1:dread_hound,15,3,5
7610, none, voidscape:void, MONSTER, realmrpg_wyrms:ender_wyrm,1,1,3
7611, none, voidscape:void, MONSTER, born_in_chaos_v1:fallen_chaos_knight,5,1,1
7612, none, voidscape:void, MONSTER, born_in_chaos_v1:krampus,2,1,1
7613, none, voidscape:void, MONSTER, born_in_chaos_v1:krampus_henchman,9,2,3
7614, none, voidscape:void, MONSTER, born_in_chaos_v1:lifestealer,3,1,1
7615, none, voidscape:void, MONSTER, born_in_chaos_v1:missioner,4,1,1
7616, none, voidscape:void, MONSTER, born_in_chaos_v1:mother_spider,15,1,1
7617, none, voidscape:void, MONSTER, mowziesmobs:grottol,2,1,1
7618, none, voidscape:void, MONSTER, born_in_chaos_v1:mr_pumpkin,15,1,3
7619, none, voidscape:void, MONSTER, born_in_chaos_v1:nightmare_stalker,4,1,1
7620, none, voidscape:void, MONSTER, born_in_chaos_v1:phantom_creeper,8,1,1
7621, none, voidscape:void, MONSTER, realmrpg_wyrms:red_wyrm,1,1,1
7622, none, voidscape:void, MONSTER, born_in_chaos_v1:restless_spirit,20,1,1
7623, none, voidscape:void, MONSTER, born_in_chaos_v1:siamese_skeletons,16,1,1
7624, none, voidscape:void, MONSTER, born_in_chaos_v1:sir_pumpkinhead,4,1,1
7625, none, voidscape:void, MONSTER, born_in_chaos_v1:skeleton_demoman,12,1,1
7626, none, voidscape:void, MONSTER, born_in_chaos_v1:skeleton_thrasher,8,1,1
7627, none, voidscape:void, MONSTER, born_in_chaos_v1:spirit_guide_assistant,9,2,2
7628, none, voidscape:void, MONSTER, born_in_chaos_v1:spirit_guide,16,1,1
7629, none, voidscape:void, MONSTER, born_in_chaos_v1:spiritof_chaos,8,1,1
7630, none, voidscape:void, MONSTER, born_in_chaos_v1:supreme_bonescaller,1,1,1
7631, none, voidscape:void, MONSTER, born_in_chaos_v1:swarmer,11,1,1
7632, none, voidscape:void, MONSTER, born_in_chaos_v1:zombie_bruiser,16,1,1
7633, none, voidscape:void, MONSTER, born_in_chaos_v1:zombie_clown,8,1,1
7634, none, voidscape:void, MONSTER, born_in_chaos_v1:zombie_fisherman,30,1,1
7635, none, voidscape:void, MONSTER, born_in_chaos_v1:zombie_lumberjack,25,1,1
7636, none, voidscape:void, CREATURE, born_in_chaos_v1:thornshell_crab,8,1,1
7637, none, voidscape:void, WATER_CREATURE, born_in_chaos_v1:corpse_fish,5,3,5
7638, none, voidscape:void, WATER_CREATURE, born_in_chaos_v1:glutton_fish,2,1,1
7639, none, voidscape:void, WATER_AMBIENT, aquaculture:bluegill,20,1,6
7640, none, voidscape:void, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
7641, none, voidscape:void, WATER_AMBIENT, aquaculture:carp,10,1,3
7642, none, voidscape:void, WATER_AMBIENT, aquaculture:catfish,1,1,1
7643, none, voidscape:void, WATER_AMBIENT, aquaculture:gar,6,1,2
7644, none, voidscape:void, WATER_AMBIENT, aquaculture:minnow,18,1,5
7645, none, voidscape:void, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
7646, none, voidscape:void, WATER_AMBIENT, aquaculture:perch,20,1,6
7647, none, voidscape:void, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
7648, the_end, nullscape:void_barrens, MONSTER, minecraft:enderman,10,4,4
7649, the_end, nullscape:void_barrens, MONSTER, alexsmobs:farseer,30,1,1
7650, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:baby_skeleton,25,1,2
7651, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:baby_spider,16,3,5
7652, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:barrel_zombie,25,1,1
7653, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:bloody_gadfly,15,1,1
7654, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:bonescaller,11,1,1
7655, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:corpse_fly,12,1,3
7656, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:dark_vortex,14,1,1
7657, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:decaying_zombie,30,1,1
7658, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:decrepit_skeleton,20,1,1
7659, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:dire_hound_leader,4,1,1
7660, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:door_knight,13,1,1
7661, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:dread_hound,15,3,5
7662, the_end, nullscape:void_barrens, MONSTER, endermanoverhaul:end_enderman,2,1,2
7663, the_end, nullscape:void_barrens, MONSTER, endermanoverhaul:end_islands_enderman,1,1,1
7664, the_end, nullscape:void_barrens, MONSTER, realmrpg_wyrms:ender_wyrm,1,1,3
7665, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:fallen_chaos_knight,5,1,1
7666, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:krampus,2,1,1
7667, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:krampus_henchman,9,2,3
7668, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:lifestealer,3,1,1
7669, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:missioner,4,1,1
7670, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:mother_spider,15,1,1
7671, the_end, nullscape:void_barrens, MONSTER, mowziesmobs:grottol,2,1,1
7672, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:mr_pumpkin,15,1,3
7673, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:nightmare_stalker,4,1,1
7674, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:phantom_creeper,8,1,1
7675, the_end, nullscape:void_barrens, MONSTER, realmrpg_wyrms:red_wyrm,1,1,1
7676, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:restless_spirit,20,1,1
7677, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:siamese_skeletons,16,1,1
7678, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:sir_pumpkinhead,4,1,1
7679, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:skeleton_demoman,12,1,1
7680, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:skeleton_thrasher,8,1,1
7681, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:spirit_guide_assistant,9,2,2
7682, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:spirit_guide,16,1,1
7683, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:spiritof_chaos,8,1,1
7684, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:supreme_bonescaller,1,1,1
7685, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:swarmer,11,1,1
7686, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:zombie_bruiser,16,1,1
7687, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:zombie_clown,8,1,1
7688, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:zombie_fisherman,30,1,1
7689, the_end, nullscape:void_barrens, MONSTER, born_in_chaos_v1:zombie_lumberjack,25,1,1
7690, the_end, nullscape:void_barrens, CREATURE, alexsmobs:endergrade,10,2,6
7691, the_end, nullscape:void_barrens, CREATURE, alexsmobs:spectre,10,1,2
7692, the_end, nullscape:void_barrens, CREATURE, alexsmobs:enderiophage,4,2,2
7693, the_end, nullscape:void_barrens, CREATURE, alexsmobs:cosmaw,9,1,2
7694, the_end, nullscape:void_barrens, CREATURE, born_in_chaos_v1:thornshell_crab,8,1,1
7695, the_end, nullscape:void_barrens, AMBIENT, alexsmobs:cosmic_cod,5,9,13
7696, the_end, nullscape:void_barrens, WATER_CREATURE, born_in_chaos_v1:corpse_fish,5,3,5
7697, the_end, nullscape:void_barrens, WATER_CREATURE, born_in_chaos_v1:glutton_fish,2,1,1
7698, nether, incendium:volcanic_deltas, MONSTER, minecraft:ghast,50,8,8
7699, nether, incendium:volcanic_deltas, MONSTER, minecraft:magma_cube,50,2,3
7700, nether, incendium:volcanic_deltas, MONSTER, minecraft:blaze,20,1,1
7701, nether, incendium:volcanic_deltas, MONSTER, alexsmobs:bone_serpent,8,1,1
7702, nether, incendium:volcanic_deltas, MONSTER, alexsmobs:straddler,70,1,3
7703, nether, incendium:volcanic_deltas, MONSTER, alexsmobs:farseer,30,1,1
7704, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:baby_skeleton,25,1,2
7705, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:baby_spider,16,3,5
7706, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:barrel_zombie,25,1,1
7707, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:bloody_gadfly,15,1,1
7708, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:bonescaller,11,1,1
7709, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:corpse_fly,12,1,3
7710, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:dark_vortex,14,1,1
7711, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:decaying_zombie,30,1,1
7712, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:decrepit_skeleton,20,1,1
7713, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:dire_hound_leader,4,1,1
7714, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:door_knight,13,1,1
7715, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:dread_hound,15,3,5
7716, nether, incendium:volcanic_deltas, MONSTER, realmrpg_wyrms:ender_wyrm,1,1,3
7717, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:fallen_chaos_knight,5,1,1
7718, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:krampus,2,1,1
7719, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:krampus_henchman,9,2,3
7720, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:lifestealer,3,1,1
7721, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:missioner,4,1,1
7722, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:mother_spider,15,1,1
7723, nether, incendium:volcanic_deltas, MONSTER, mowziesmobs:grottol,2,1,1
7724, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:mr_pumpkin,15,1,3
7725, nether, incendium:volcanic_deltas, MONSTER, majruszsdifficulty:cerberus,1,1,1
7726, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:nightmare_stalker,4,1,1
7727, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:phantom_creeper,8,1,1
7728, nether, incendium:volcanic_deltas, MONSTER, realmrpg_wyrms:red_wyrm,1,1,1
7729, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:restless_spirit,20,1,1
7730, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:siamese_skeletons,16,1,1
7731, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:sir_pumpkinhead,4,1,1
7732, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:skeleton_demoman,12,1,1
7733, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:skeleton_thrasher,8,1,1
7734, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:spirit_guide_assistant,9,2,2
7735, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:spirit_guide,16,1,1
7736, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:spiritof_chaos,8,1,1
7737, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:supreme_bonescaller,1,1,1
7738, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:swarmer,11,1,1
7739, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:zombie_bruiser,16,1,1
7740, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:zombie_clown,8,1,1
7741, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:zombie_fisherman,30,1,1
7742, nether, incendium:volcanic_deltas, MONSTER, born_in_chaos_v1:zombie_lumberjack,25,1,1
7743, nether, incendium:volcanic_deltas, CREATURE, minecraft:strider,60,1,2
7744, nether, incendium:volcanic_deltas, CREATURE, alexsmobs:laviathan,15,1,1
7745, nether, incendium:volcanic_deltas, CREATURE, born_in_chaos_v1:thornshell_crab,8,1,1
7746, nether, incendium:volcanic_deltas, WATER_CREATURE, alexsmobs:stradpole,10,1,1
7747, nether, incendium:volcanic_deltas, WATER_CREATURE, born_in_chaos_v1:corpse_fish,5,3,5
7748, nether, incendium:volcanic_deltas, WATER_CREATURE, born_in_chaos_v1:glutton_fish,2,1,1
7749, nether, incendium:volcanic_deltas, WATER_AMBIENT, netherdepthsupgrade:bonefish,8,1,5
7750, nether, incendium:volcanic_deltas, WATER_AMBIENT, netherdepthsupgrade:fortressgrouper,3,1,2
7751, nether, incendium:volcanic_deltas, WATER_AMBIENT, netherdepthsupgrade:searing_cod,10,3,6
7752, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned,5,1,1
7753, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider,100,4,4
7754, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie,95,4,4
7755, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager,5,1,1
7756, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton,100,4,4
7757, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime,100,4,4
7758, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch,5,1,1
7759, ocean, minecraft:warm_ocean, MONSTER, alexsmobs:farseer,30,1,1
7760, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:baby_skeleton,25,1,2
